window_id,pl_fwd_count,pl_bwd_count,pl_len_fwd_total,pl_len_bwd_total,flow_fwd_count,flow_bwd_count,timestamp,label
57734170,[0. 1. 1. 2. 0. 0.],[0. 2. 0. 0. 0. 0.],[  0.  61.  61. 111.   0.   0.],[  0. 111.   0.   0.   0.   0.],[0. 1. 1. 1. 0. 0.],[0. 1. 1. 1. 0. 0.],2024-11-19 14:05:00,dns
57734172,[0. 0. 0. 0. 0. 0.],[0. 0. 2. 0. 1. 0.],[0. 0. 0. 0. 0. 0.],[   0.    0. 1023.    0.  495.    0.],[0. 0. 0. 0. 0. 0.],[0. 0. 1. 0. 1. 0.],2024-11-19 14:06:00,dns
57734173,[0. 0. 0. 0. 0. 0.],[0. 0. 1. 0. 0. 1.],[0. 0. 0. 0. 0. 0.],[  0.   0. 512.   0.   0. 495.],[0. 0. 0. 0. 0. 0.],[0. 0. 1. 0. 0. 1.],2024-11-19 14:06:30,dns
57680128,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 1. 1. 3.],[0. 0. 0. 0. 0. 0.],[   0.    0.    0.  511.  496. 1502.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 1. 1. 2.],2024-10-31 19:44:00,dns
57680129,[0. 0. 0. 0. 0. 0.],[0. 0. 2. 2. 1. 1.],[0. 0. 0. 0. 0. 0.],[   0.    0. 1005. 1022.  494.  510.],[0. 0. 0. 0. 0. 0.],[0. 0. 2. 2. 1. 1.],2024-10-31 19:44:30,dns_attack
57680130,[0. 0. 0. 0. 0. 0.],[0. 2. 0. 3. 2. 3.],[0. 0. 0. 0. 0. 0.],[   0. 1022.    0. 1485.  990. 1486.],[0. 0. 0. 0. 0. 0.],[0. 2. 0. 2. 2. 3.],2024-10-31 19:45:00,dns_attack
57680131,[0. 0. 0. 0. 0. 0.],[1. 1. 0. 3. 0. 1.],[0. 0. 0. 0. 0. 0.],[ 495.  512.    0. 1536.    0.  496.],[0. 0. 0. 0. 0. 0.],[1. 1. 0. 2. 0. 1.],2024-10-31 19:45:30,dns
57680132,[0. 0. 0. 0. 0. 0.],[1. 6. 5. 3. 3. 1.],[0. 0. 0. 0. 0. 0.],[ 495. 3019. 2509. 1484. 1485.  512.],[0. 0. 0. 0. 0. 0.],[1. 5. 4. 2. 2. 1.],2024-10-31 19:46:00,dns_attack
57680133,[0. 0. 0. 0. 0. 0.],[1. 3. 1. 3. 3. 4.],[0. 0. 0. 0. 0. 0.],[ 495. 1482.  495. 1484. 1483. 2014.],[0. 0. 0. 0. 0. 0.],[1. 3. 1. 3. 3. 4.],2024-10-31 19:46:30,dns_attack
57680134,[0. 0. 0. 0. 0. 0.],[2. 1. 2. 5. 0. 3.],[0. 0. 0. 0. 0. 0.],[ 991.  512.  989. 2506.    0. 1483.],[0. 0. 0. 0. 0. 0.],[2. 1. 2. 4. 0. 2.],2024-10-31 19:47:00,dns_attack
57680135,[0. 0. 0. 0. 0. 0.],[1. 0. 1. 1. 2. 1.],[0. 0. 0. 0. 0. 0.],[ 495.    0.  494.  512. 1003.  512.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 1. 1. 1.],2024-10-31 19:47:30,dns
57680136,[0. 0. 0. 0. 0. 0.],[1. 4. 3. 1. 0. 2.],[0. 0. 0. 0. 0. 0.],[ 511. 1996. 1502.  495.    0.  990.],[0. 0. 0. 0. 0. 0.],[1. 3. 2. 1. 0. 2.],2024-10-31 19:48:00,dns_attack
57680137,[0. 0. 0. 0. 0. 0.],[1. 1. 1. 2. 2. 1.],[0. 0. 0. 0. 0. 0.],[ 511.  495.  496.  989. 1004.  494.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 2. 1. 1.],2024-10-31 19:48:30,dns_attack
57680138,[0. 0. 0. 0. 0. 0.],[1. 0. 1. 1. 0. 0.],[0. 0. 0. 0. 0. 0.],[494.   0. 512. 511.   0.   0.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 1. 0. 0.],2024-10-31 19:49:00,dns
57734180,[0. 0. 0. 0. 0. 0.],[1. 0. 2. 2. 4. 0.],[0. 0. 0. 0. 0. 0.],[ 494.    0.  993.  994. 1995.    0.],[0. 0. 0. 0. 0. 0.],[1. 0. 2. 2. 3. 0.],2024-11-19 14:10:00,dns_attack
57734181,[0. 0. 0. 0. 0. 0.],[3. 4. 3. 0. 4. 3.],[0. 0. 0. 0. 0. 0.],[1519. 2011. 1520.    0. 2011. 1518.],[0. 0. 0. 0. 0. 0.],[2. 3. 2. 0. 3. 2.],2024-11-19 14:10:30,dns_attack
57734182,[0. 0. 0. 0. 0. 0.],[2. 1. 2. 2. 0. 2.],[0. 0. 0. 0. 0. 0.],[ 988.  496. 1007.  992.    0. 1007.],[0. 0. 0. 0. 0. 0.],[2. 1. 2. 2. 0. 1.],2024-11-19 14:11:00,dns_attack
57734183,[0. 0. 0. 0. 0. 0.],[1. 2. 3. 0. 3. 2.],[0. 0. 0. 0. 0. 0.],[ 495.  990. 1535.    0. 1519.  990.],[0. 0. 0. 0. 0. 0.],[1. 2. 3. 0. 2. 2.],2024-11-19 14:11:30,dns_attack
57734184,[0. 0. 0. 0. 0. 0.],[1. 4. 1. 2. 0. 2.],[0. 0. 0. 0. 0. 0.],[ 494. 1982.  496. 1007.    0.  991.],[0. 0. 0. 0. 0. 0.],[1. 4. 1. 2. 0. 2.],2024-11-19 14:12:00,dns_attack
57734185,[0. 0. 0. 0. 0. 0.],[5. 0. 1. 6. 2. 2.],[0. 0. 0. 0. 0. 0.],[2490.    0.  512. 3001.  988.  988.],[0. 0. 0. 0. 0. 0.],[2. 0. 1. 4. 2. 1.],2024-11-19 14:12:30,dns_attack
57734186,[0. 0. 0. 0. 0. 0.],[0. 1. 0. 2. 0. 2.],[0. 0. 0. 0. 0. 0.],[   0.  495.    0. 1003.    0. 1006.],[0. 0. 0. 0. 0. 0.],[0. 1. 0. 2. 0. 1.],2024-11-19 14:13:00,dns
57734187,[0. 0. 0. 0. 0. 0.],[3. 3. 1. 0. 1. 2.],[0. 0. 0. 0. 0. 0.],[1501. 1504.  494.    0.  512.  991.],[0. 0. 0. 0. 0. 0.],[2. 3. 1. 0. 1. 2.],2024-11-19 14:13:30,dns_attack
57734188,[0. 0. 0. 0. 0. 0.],[2. 2. 2. 3. 2. 3.],[0. 0. 0. 0. 0. 0.],[1008.  990. 1008. 1500.  989. 1519.],[0. 0. 0. 0. 0. 0.],[2. 2. 2. 2. 2. 2.],2024-11-19 14:14:00,dns_attack
57734189,[0. 0. 0. 0. 0. 0.],[2. 0. 0. 2. 2. 0.],[0. 0. 0. 0. 0. 0.],[1023.    0.    0. 1006.  991.    0.],[0. 0. 0. 0. 0. 0.],[2. 0. 0. 2. 2. 0.],2024-11-19 14:14:30,dns
57734190,[0. 0. 0. 0. 0. 0.],[5. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[2523.    0.    0.    0.    0.    0.],[0. 0. 0. 0. 0. 0.],[2. 0. 0. 0. 0. 0.],2024-11-19 14:15:00,dns_attack
57740319,[   0.    0.    0.    0.    0. 4819.],[   0.    0.    0.    0.    0. 4819.],[     0.      0.      0.      0.      0. 139751.],[      0.       0.       0.       0.       0. 2454654.],[0. 0. 0. 0. 0. 2.],[0. 0. 0. 0. 0. 2.],2024-11-21 17:19:30,dns_attack
57740320,[11996. 18530. 20000. 20001. 20000. 20000.],[11996. 18530. 20000. 20000. 20000. 20001.],[347884. 537370. 580000. 580029. 580000. 580000.],[ 6109753.  9439321. 10186604. 10187900. 10187923. 10187990.],[4. 5. 5. 5. 5. 5.],[4. 5. 5. 5. 5. 5.],2024-11-21 17:20:00,dns_attack
57740321,[20000. 20000. 20000. 20000. 20001. 20000.],[20000. 20000. 20000. 20000. 19998. 20002.],[580000. 580000. 580000. 580000. 580029. 580000.],[10187209. 10187865. 10187398. 10188064. 10186081. 10188882.],[5. 5. 5. 5. 5. 5.],[5. 5. 5. 5. 5. 5.],2024-11-21 17:20:30,dns_attack
57740322,[20000. 20000. 20000. 20000. 19999. 20001.],[20000. 20000. 20000. 19999. 20000. 20000.],[580000. 580000. 580000. 580000. 579971. 580029.],[10187562. 10187975. 10187377. 10186474. 10186902. 10186956.],[5. 5. 5. 5. 5. 5.],[5. 5. 5. 5. 5. 5.],2024-11-21 17:21:00,dns_attack
57740323,[20000. 20000. 20000. 19999. 20000. 20000.],[20001. 20000. 20000. 20000. 20000. 20000.],[580000. 580000. 580000. 579971. 580000. 580000.],[10188423. 10187741. 10187166. 10187943. 10187854. 10187496.],[5. 5. 5. 5. 5. 5.],[5. 5. 5. 5. 5. 5.],2024-11-21 17:21:30,dns_attack
57740324,[20000. 20001. 20000. 20000. 20000. 20000.],[20000. 20000. 20001. 20000. 20000. 20000.],[580000. 580029. 580000. 580000. 580000. 580000.],[10187353. 10187482. 10187541. 10187318. 10187170. 10187603.],[5. 5. 5. 5. 5. 5.],[5. 5. 5. 5. 5. 5.],2024-11-21 17:22:00,dns_attack
57740325,[20000. 20000. 20001. 20000. 20000. 20000.],[20000. 20000. 20000. 20000. 20000. 20001.],[580000. 580000. 580029. 580000. 580000. 580000.],[10187692. 10186856. 10187765. 10187076. 10187462. 10188557.],[5. 5. 5. 5. 5. 5.],[5. 5. 5. 5. 5. 5.],2024-11-21 17:22:30,dns_attack
57740326,[20000. 20000. 20000. 20000. 20001. 20000.],[19999. 20000. 20000. 20000. 19999. 20001.],[580000. 580000. 580000. 580000. 580029. 580000.],[10187522. 10187868. 10187143. 10187559. 10187070. 10188653.],[5. 5. 5. 5. 5. 5.],[5. 5. 5. 5. 5. 5.],2024-11-21 17:23:00,dns_attack
57740327,[20000. 20000. 19999. 20000. 20000. 20000.],[20000. 20000. 20000. 19999. 20000. 20000.],[580000. 580000. 579971. 580000. 580000. 580000.],[10187180. 10187137. 10187383. 10187029. 10187517. 10187709.],[5. 5. 5. 5. 5. 5.],[5. 5. 5. 5. 5. 5.],2024-11-21 17:23:30,dns_attack
57740328,[20000. 20002. 20002. 20002. 19999. 20000.],[20001. 20002. 20000. 20000. 20000. 20000.],[580000. 580064. 580064. 580064. 579971. 580000.],[10188673. 10187171. 10186997. 10187415. 10187361. 10187496.],[5. 7. 7. 7. 5. 5.],[5. 7. 7. 7. 5. 5.],2024-11-21 17:24:00,dns_attack
57740329,[20001. 20000. 20000. 20000. 20000. 15173.],[20000. 20001. 20000. 20000. 20000. 15173.],[580029. 580000. 580000. 580000. 580000. 440017.],[10187683. 10188134. 10187148. 10187359. 10187626.  7729072.],[5. 5. 5. 5. 5. 5.],[5. 5. 5. 5. 5. 5.],2024-11-21 17:24:30,dns_attack
57740330,[8007. 1472.    0.    0.    0.    0.],[8006. 1473.    0.    0.    0.    0.],[232203.  42688.      0.      0.      0.      0.],[4078372.  750315.       0.       0.       0.       0.],[3. 1. 0. 0. 0. 0.],[3. 1. 0. 0. 0. 0.],2024-11-21 17:25:00,dns_attack
57743339,[ 788. 1585.  725.  779.  722. 1636.],[ 788. 1585.  725.  779.  722. 1636.],[40027. 80453. 36762. 39617. 36633. 82991.],[ 75487. 151778.  69387.  74582.  69123. 156611.],[ 766. 1504.  717.  761.  710. 1556.],[ 766. 1504.  717.  761.  710. 1556.],2024-11-22 18:29:30,dns_attack
57743340,[1331.  891.  763. 1464.  781. 1010.],[1331.  891.  763. 1464.  781. 1010.],[67554. 45252. 38784. 74281. 39652. 51272.],[127449.  85257.  73119. 140161.  74797.  96722.],[1303.  867.  757. 1420.  772.  982.],[1303.  867.  757. 1420.  772.  982.],2024-11-22 18:30:00,dns_attack
57743341,[1206.  755.  907.  788. 1348.  924.],[1206.  755.  907.  788. 1348.  924.],[61169. 38390. 46022. 40009. 68417. 46885.],[115439.  72275.  86837.  75469. 129077.  88465.],[1166.  744.  887.  782. 1313.  894.],[1166.  744.  887.  782. 1313.  894.],2024-11-22 18:30:30,dns_attack
57743342,[1203.  879.  786.  780. 1133. 1097.],[1203.  879.  786.  780. 1133. 1097.],[61043. 44646. 39859. 39596. 57449. 55725.],[115178.  84201.  75229.  74696. 108434. 105000.],[1177.  857.  777.  766. 1111. 1069.],[1177.  857.  777.  766. 1111. 1069.],2024-11-22 18:31:00,dns_attack
57743343,[ 825. 1049. 1243.  689.  620.  511.],[ 825. 1049. 1243.  689.  620.  511.],[41866. 53233. 63049. 34962. 31441. 25931.],[ 78991. 100438. 118984.  65967.  59341.  48836.],[ 804. 1030. 1220.  680.  612.  506.],[ 804. 1030. 1220.  680.  612.  506.],2024-11-22 18:31:30,dns_attack
57743344,[1301. 1412.  787.  890.  760.  900.],[1301. 1412.  787.  890.  760.  900.],[66122. 71709. 39953. 45149. 38582. 45711.],[124577. 135159.  75368.  85199.  72782.  86211.],[1268. 1374.  770.  873.  746.  880.],[1268. 1374.  770.  873.  746.  880.],2024-11-22 18:32:00,dns_attack
57743345,[1018.  754.  984.  719.  600. 1081.],[1018.  754.  984.  719.  600. 1081.],[51694. 38249. 49939. 36484. 30433. 54877.],[ 97504.  72179.  94219.  68839.  57433. 103522.],[ 996.  744.  953.  710.  593. 1066.],[ 996.  744.  953.  710.  593. 1066.],2024-11-22 18:32:30,dns_attack
57743346,[1095. 1372. 1331.  589.  752.  772.],[1095. 1372. 1331.  589.  752.  772.],[55562. 69642. 67523. 29908. 38164. 39163.],[104837. 131382. 127418.  56413.  72004.  73903.],[1067. 1328. 1290.  583.  746.  759.],[1067. 1328. 1290.  583.  746.  759.],2024-11-22 18:33:00,dns_attack
57743347,[ 921. 1034. 1530.  767.  773.  652.],[ 921. 1034. 1519.  765.  770.  650.],[46766. 52440. 77536. 38877. 39165. 33031.],[ 88211.  98970. 145283.  73238.  73393.  62024.],[ 903. 1014. 1489.  759.  772.  648.],[ 903. 1014. 1489.  759.  772.  648.],2024-11-22 18:33:30,dns_attack
57743348,[ 747. 1048.  913. 1206. 1260. 1739.],[ 741. 1044.  918. 1205. 1257. 1739.],[37904. 53143. 46303. 61207. 63933. 88244.],[ 70991.  99771.  87770. 115380. 120346. 166499.],[ 739. 1024.  905. 1168. 1228. 1695.],[ 739. 1024.  905. 1168. 1228. 1695.],2024-11-22 18:34:00,dns_attack
57743349,[1064.  768.  789.  974.  265.    0.],[1063.  768.  789.  974.  264.    0.],[53994. 38975. 40039. 49436. 13455.     0.],[101777.  73535.  75544.  93266.  25284.      0.],[1039.  759.  779.  950.  264.    0.],[1039.  759.  779.  950.  264.    0.],2024-11-22 18:34:30,dns_attack
57720339,[  0.   0.   0.   0. 201. 102.],[  0.   0.   0.   0. 201. 102.],[   0.    0.    0.    0. 8001. 4079.],[    0.     0.     0.     0. 17046.  8669.],[0. 0. 0. 0. 3. 2.],[0. 0. 0. 0. 3. 2.],2024-11-14 18:49:30,dns_attack
57720340,[101. 200.   0.   0.   0.   0.],[101. 200.   0.   0.   0.   0.],[4024. 7950.    0.    0.    0.    0.],[ 8569. 16950.     0.     0.     0.     0.],[2. 2. 0. 0. 0. 0.],[2. 2. 0. 0. 0. 0.],2024-11-14 18:50:00,dns_attack
57673862,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 1. 1.],[0. 0. 0. 0. 0. 0.],[  0.   0.   0.   0. 198. 198.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 1. 1.],2024-10-29 15:31:00,dns
57673863,[0. 0. 0. 0. 0. 0.],[2. 2. 0. 1. 1. 3.],[0. 0. 0. 0. 0. 0.],[396. 396.   0. 198. 198. 594.],[0. 0. 0. 0. 0. 0.],[1. 1. 0. 1. 1. 3.],2024-10-29 15:31:30,dns_attack
57673864,[0. 0. 0. 0. 0. 0.],[5. 2. 0. 1. 1. 2.],[0. 0. 0. 0. 0. 0.],[990. 396.   0. 198. 198. 396.],[0. 0. 0. 0. 0. 0.],[3. 2. 0. 1. 1. 1.],2024-10-29 15:32:00,dns_attack
57673865,[0. 0. 0. 0. 0. 0.],[6. 4. 2. 4. 3. 3.],[0. 0. 0. 0. 0. 0.],[1188.  792.  396.  792.  594.  594.],[0. 0. 0. 0. 0. 0.],[3. 3. 2. 3. 2. 2.],2024-10-29 15:32:30,dns_attack
57673866,[0. 0. 0. 0. 0. 0.],[8. 2. 0. 1. 2. 1.],[0. 0. 0. 0. 0. 0.],[1584.  396.    0.  198.  396.  198.],[0. 0. 0. 0. 0. 0.],[3. 2. 0. 1. 2. 1.],2024-10-29 15:33:00,dns_attack
57673867,[0. 0. 0. 0. 0. 0.],[0. 2. 5. 1. 0. 2.],[0. 0. 0. 0. 0. 0.],[  0. 396. 990. 198.   0. 396.],[0. 0. 0. 0. 0. 0.],[0. 2. 4. 1. 0. 2.],2024-10-29 15:33:30,dns_attack
57673868,[0. 0. 0. 0. 0. 0.],[1. 0. 0. 3. 2. 1.],[0. 0. 0. 0. 0. 0.],[198.   0.   0. 594. 396. 198.],[0. 0. 0. 0. 0. 0.],[1. 0. 0. 2. 1. 1.],2024-10-29 15:34:00,dns
57673869,[0. 0. 0. 0. 0. 0.],[3. 2. 4. 3. 2. 1.],[0. 0. 0. 0. 0. 0.],[594. 396. 792. 594. 396. 198.],[0. 0. 0. 0. 0. 0.],[3. 1. 3. 1. 2. 1.],2024-10-29 15:34:30,dns_attack
57673870,[0. 0. 0. 0. 0. 0.],[0. 3. 1. 2. 4. 3.],[0. 0. 0. 0. 0. 0.],[  0. 594. 198. 396. 792. 594.],[0. 0. 0. 0. 0. 0.],[0. 2. 1. 2. 2. 3.],2024-10-29 15:35:00,dns_attack
57673871,[0. 0. 0. 0. 0. 0.],[2. 0. 3. 1. 0. 1.],[0. 0. 0. 0. 0. 0.],[396.   0. 594. 198.   0. 198.],[0. 0. 0. 0. 0. 0.],[2. 0. 2. 1. 0. 1.],2024-10-29 15:35:30,dns_attack
57673872,[0. 0. 0. 0. 0. 0.],[3. 4. 2. 3. 2. 2.],[0. 0. 0. 0. 0. 0.],[594. 792. 396. 594. 396. 396.],[0. 0. 0. 0. 0. 0.],[2. 3. 1. 1. 1. 1.],2024-10-29 15:36:00,dns_attack
57673873,[0. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[198.   0.   0.   0.   0.   0.],[0. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],2024-10-29 15:36:30,dns
57700035,[  0.   0.   0. 200. 100. 100.],[  0.   0.   0. 200. 100. 100.],[   0.    0.    0. 7950. 3975. 3975.],[    0.     0.     0. 16950.  8475.  8475.],[0. 0. 0. 2. 1. 1.],[0. 0. 0. 2. 1. 1.],2024-11-07 17:37:30,dns_attack
57700036,[100. 200. 100. 100. 200. 100.],[100. 200. 100. 100. 200. 100.],[3975. 7950. 3975. 3975. 7950. 3975.],[ 8475. 16950.  8475.  8475. 16950.  8475.],[1. 2. 1. 1. 2. 1.],[1. 2. 1. 1. 2. 1.],2024-11-07 17:38:00,dns_attack
57700037,[100. 200. 100. 200. 100. 100.],[100. 200. 100. 200. 100. 100.],[3975. 7950. 3975. 7950. 3975. 3975.],[ 8475. 16950.  8475. 16950.  8475.  8475.],[1. 2. 1. 2. 1. 1.],[1. 2. 1. 2. 1. 1.],2024-11-07 17:38:30,dns_attack
57700038,[100. 100. 100. 100. 200. 100.],[100. 100. 100. 100. 200. 100.],[3975. 3975. 3975. 3975. 7950. 3975.],[ 8475.  8475.  8475.  8475. 16950.  8475.],[1. 1. 1. 1. 2. 1.],[1. 1. 1. 1. 2. 1.],2024-11-07 17:39:00,dns_attack
57700039,[100. 200. 100. 100. 100. 200.],[100. 200. 100. 100. 100. 200.],[3975. 7950. 3975. 3975. 3975. 7950.],[ 8475. 16950.  8475.  8475.  8475. 16950.],[1. 2. 1. 1. 1. 2.],[1. 2. 1. 1. 1. 2.],2024-11-07 17:39:30,dns_attack
57700040,[200. 100. 100.   0. 100. 200.],[200. 100. 100.   0. 100. 200.],[7950. 3975. 3975.    0. 3975. 7950.],[16950.  8475.  8475.     0.  8475. 16950.],[2. 1. 1. 0. 1. 2.],[2. 1. 1. 0. 1. 2.],2024-11-07 17:40:00,dns_attack
57700041,[200. 100. 100. 100. 100. 200.],[200. 100. 100. 100. 100. 200.],[7950. 3975. 3975. 3975. 3975. 7950.],[16950.  8475.  8475.  8475.  8475. 16950.],[2. 1. 1. 1. 1. 2.],[2. 1. 1. 1. 1. 2.],2024-11-07 17:40:30,dns_attack
57700042,[100. 100. 100. 100. 100. 100.],[100. 100. 100. 100. 100. 100.],[3975. 3975. 3975. 3975. 3975. 3975.],[8475. 8475. 8475. 8475. 8475. 8475.],[1. 1. 1. 1. 1. 1.],[1. 1. 1. 1. 1. 1.],2024-11-07 17:41:00,dns_attack
57700043,[200. 100. 200. 100. 100. 200.],[200. 100. 200. 100. 100. 200.],[7950. 3975. 7950. 3975. 3975. 7950.],[16950.  8475. 16950.  8475.  8475. 16950.],[2. 1. 2. 1. 1. 2.],[2. 1. 2. 1. 1. 2.],2024-11-07 17:41:30,dns_attack
57700044,[100. 100. 200. 100. 100. 200.],[100. 100. 200. 100. 100. 200.],[3975. 3975. 7950. 3975. 3975. 7950.],[ 8475.  8475. 16950.  8475.  8475. 16950.],[1. 1. 2. 1. 1. 2.],[1. 1. 2. 1. 1. 2.],2024-11-07 17:42:00,dns_attack
57700045,[  0. 200. 100. 100. 100.   0.],[  0. 200. 100. 100. 100.   0.],[   0. 7950. 3975. 3975. 3975.    0.],[    0. 16950.  8475.  8475.  8475.     0.],[0. 2. 1. 1. 1. 0.],[0. 2. 1. 1. 1. 0.],2024-11-07 17:42:30,dns_attack
57680115,[0. 0. 0. 0. 0. 0.],[0. 0. 1. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[  0.   0. 494.   0.   0.   0.],[0. 0. 0. 0. 0. 0.],[0. 0. 1. 0. 0. 0.],2024-10-31 19:37:30,dns
57680116,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 1. 1.],[0. 0. 0. 0. 0. 0.],[  0.   0.   0.   0. 495. 512.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 1. 1.],2024-10-31 19:38:00,dns
57680117,[0. 0. 0. 0. 0. 0.],[1. 1. 0. 1. 0. 0.],[0. 0. 0. 0. 0. 0.],[495. 511.   0. 511.   0.   0.],[0. 0. 0. 0. 0. 0.],[1. 1. 0. 1. 0. 0.],2024-10-31 19:38:30,dns
57680118,[0. 0. 0. 0. 0. 0.],[0. 1. 0. 3. 0. 1.],[0. 0. 0. 0. 0. 0.],[   0.  495.    0. 1484.    0.  495.],[0. 0. 0. 0. 0. 0.],[0. 1. 0. 3. 0. 1.],2024-10-31 19:39:00,dns
57680119,[0. 0. 0. 0. 0. 0.],[0. 1. 0. 1. 0. 1.],[0. 0. 0. 0. 0. 0.],[  0. 511.   0. 494.   0. 494.],[0. 0. 0. 0. 0. 0.],[0. 1. 0. 1. 0. 1.],2024-10-31 19:39:30,dns
57680120,[0. 0. 0. 0. 0. 0.],[0. 1. 0. 0. 0. 1.],[0. 0. 0. 0. 0. 0.],[  0. 497.   0.   0.   0. 494.],[0. 0. 0. 0. 0. 0.],[0. 1. 0. 0. 0. 1.],2024-10-31 19:40:00,dns
57680121,[0. 0. 0. 0. 0. 0.],[0. 1. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[  0. 512.   0.   0.   0.   0.],[0. 0. 0. 0. 0. 0.],[0. 1. 0. 0. 0. 0.],2024-10-31 19:40:30,dns
57680122,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 1.],[0. 0. 0. 0. 0. 0.],[  0.   0.   0.   0.   0. 496.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 1.],2024-10-31 19:41:00,dns
57673850,[0. 0. 0. 0. 0. 0.],[0. 1. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[  0. 198.   0.   0.   0.   0.],[0. 0. 0. 0. 0. 0.],[0. 1. 0. 0. 0. 0.],2024-10-29 15:25:00,dns
57673851,[0. 0. 0. 0. 0. 0.],[1. 2. 1. 1. 0. 0.],[0. 0. 0. 0. 0. 0.],[198. 396. 198. 198.   0.   0.],[0. 0. 0. 0. 0. 0.],[1. 2. 1. 1. 0. 0.],2024-10-29 15:25:30,dns
57673852,[0. 0. 0. 0. 0. 0.],[0. 1. 1. 2. 0. 0.],[0. 0. 0. 0. 0. 0.],[  0. 198. 198. 396.   0.   0.],[0. 0. 0. 0. 0. 0.],[0. 1. 1. 2. 0. 0.],2024-10-29 15:26:00,dns
57673853,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 1. 1.],[0. 0. 0. 0. 0. 0.],[  0.   0.   0.   0. 198. 198.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 1. 1.],2024-10-29 15:26:30,dns
57673854,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 1. 0. 0.],[0. 0. 0. 0. 0. 0.],[  0.   0.   0. 198.   0.   0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 1. 0. 0.],2024-10-29 15:27:00,dns
57673855,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 1. 1.],[0. 0. 0. 0. 0. 0.],[  0.   0.   0.   0. 198. 198.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 1. 1.],2024-10-29 15:27:30,dns
57673856,[0. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[198.   0.   0.   0.   0.   0.],[0. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],2024-10-29 15:28:00,dns
57673857,[0. 0. 0. 0. 0. 0.],[1. 1. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[198. 198.   0.   0.   0.   0.],[0. 0. 0. 0. 0. 0.],[1. 1. 0. 0. 0. 0.],2024-10-29 15:28:30,dns
57673858,[0. 0. 0. 0. 0. 0.],[0. 1. 0. 1. 0. 0.],[0. 0. 0. 0. 0. 0.],[  0. 198.   0. 198.   0.   0.],[0. 0. 0. 0. 0. 0.],[0. 1. 0. 1. 0. 0.],2024-10-29 15:29:00,dns
57673859,[0. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[198.   0.   0.   0.   0.   0.],[0. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],2024-10-29 15:29:30,dns
